county,A08,A18,Sex,Age,A20,B3A__1,B3A__2,B3A__3,B3A__4,B3A__5,B3A__6,B3A__7,B3A__8,B3A__9,B3A__10,B3A__11,B3A__98,B3A__99,S1,S2__1,S6,S7_5,indWeight,Education,mobile_money_access,formal_access_fnl,Access_fnl,Overall_Access_fnl,mobile_money_access_primary,financially_excluded,age_years,age_group_youth,employment_category,internet_access,owns_private_mobile,digital_access_score
Garissa,Rural,29,Female,26-35,"""None """,0,0,0,0,0,0,0,0,0,0,1,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,,I have no idea/I dont know,997.9720458984375,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,29,26-30,other_or_no_income_source,no,yes,1
Siaya,Rural,31,Female,26-35,"""Secondary completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage,1041.8489990234375,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,31,31-35,casual_work,yes,yes,3
Mandera,Rural,29,Female,26-35,"""None """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,457.97381591796875,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,29,26-30,family_remittance,no,yes,1
Meru,Rural,27,Female,26-35,"""Some primary """,1,0,1,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I can manage with difficulties,2036.111328125,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,27,26-30,casual_work,no,yes,2
Wajir,Rural,21,Female,18-25,"""Secondary completed """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,8497.0947265625,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,21,18-25,family_remittance,yes,yes,3
Kericho,Rural,34,Male,26-35,"""University completed """,0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,5008.33544921875,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,34,31-35,regular_employment,yes,yes,3
Marsabit,Rural,35,Male,26-35,"""None """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I have no idea/I dont know,1030.1910400390625,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,35,31-35,farming,no,yes,1
West Pokot,Rural,21,Male,18-25,"""Secondary completed """,1,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I have no idea/I dont know,1892.19482421875,Secondary,Yes,No,Excluded,excluded,No,1,21,18-25,casual_work,yes,yes,2
Elgeyo-Marakwet,Rural,29,Female,26-35,"""Primary completed""",1,0,1,0,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Okay/Fair/Average,I have no idea/I dont know,1079.5704345703125,Primary,Yes,No,Informal,informal only,No,0,29,26-30,casual_work,no,no,0
Laikipia,Rural,18,Female,18-25,"""Some secondary""",0,0,0,0,0,0,0,0,1,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,1.0,Weak/poor,I can manage with ease,1317.3232421875,Secondary,Yes,No,Excluded,excluded,No,1,18,18-25,family_remittance,yes,no,2
Nandi,Rural,35,Female,26-35,"""Primary completed""",1,0,1,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,774.1710205078125,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,35,31-35,casual_work,no,yes,1
Narok,Rural,34,Female,26-35,"""None """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I have no idea/I dont know,836.8773803710938,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,34,31-35,farming,no,yes,1
Turkana,Rural,35,Female,26-35,"""None """,1,0,0,1,0,0,0,0,0,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,Okay/Fair/Average,I have no idea/I dont know,589.634521484375,,No,No,Excluded,excluded,No,1,35,31-35,self_employment,no,no,0
Tana River,Rural,31,Male,26-35,"""Some primary """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I have no idea/I dont know,240.72372436523438,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,31,31-35,casual_work,no,yes,1
Siaya,Rural,31,Female,26-35,"""Primary completed""",0,0,1,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,1330.5953369140625,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,31,31-35,self_employment,no,yes,1
Tana River,Rural,19,Male,18-25,"""Primary completed""",0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile phone that both me and others use/Nina simu ya mkononi ambayo mim,0.0,Weak/poor,I have no idea/I dont know,758.4000854492188,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,19,18-25,regular_employment,no,no,0
Nyeri,Rural,32,Female,26-35,"""Secondary completed """,0,0,1,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage,247.56517028808594,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,32,31-35,self_employment,yes,yes,3
Machakos,Rural,35,Male,26-35,"""Some secondary""",0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage,1699.0938720703125,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,35,31-35,regular_employment,yes,yes,3
Vihiga,Rural,30,Female,26-35,"""Secondary completed """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage,801.2295532226562,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,30,26-30,farming,yes,yes,3
Tana River,Rural,34,Female,26-35,"""None """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,150.3962860107422,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,34,31-35,family_remittance,no,yes,1
Kakamega,Rural,32,Male,26-35,"""Some primary """,1,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,2022.8046875,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,32,31-35,casual_work,no,yes,1
Nandi,Rural,23,Female,18-25,"""Secondary completed """,0,0,1,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,774.2711181640625,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,23,18-25,casual_work,no,yes,1
Samburu,Rural,21,Female,18-25,"""None """,1,0,0,0,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Okay/Fair/Average,I have no idea/I dont know,307.1410827636719,,No,No,Excluded,excluded,No,1,21,18-25,farming,no,no,0
Makueni,Rural,18,Male,18-25,"""Some secondary""",0,0,0,0,0,0,0,0,1,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,1.0,Okay/Fair/Average,I have no idea/I dont know,3142.3515625,Secondary,No,No,Excluded,excluded,No,1,18,18-25,family_remittance,yes,no,1
Mandera,Rural,32,Female,26-35,"""None """,0,0,0,0,0,0,0,0,0,0,0,1,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,496.74383544921875,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,32,31-35,other_or_no_income_source,no,yes,1
Meru,Rural,35,Female,26-35,"""Primary completed""",1,0,1,1,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,1369.812744140625,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,35,31-35,self_employment,no,yes,1
Elgeyo-Marakwet,Rural,21,Female,18-25,Completed technical training after secondary school,1,0,1,0,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Okay/Fair/Average,I have no idea/I dont know,681.184814453125,Tertiary,No,No,Informal,informal only,No,0,21,18-25,casual_work,no,no,0
Kisii,Rural,27,Male,26-35,Some technical training after secondary school,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I can manage with ease,765.3955688476562,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,27,26-30,farming,no,yes,2
Kisii,Rural,22,Female,18-25,"""Secondary completed """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,,I can manage,3384.49609375,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,22,18-25,farming,no,yes,2
Bungoma,Rural,18,Female,18-25,"""Some secondary""",0,0,0,0,0,0,0,0,1,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Weak/poor,I can manage,2654.212646484375,Secondary,Yes,No,Excluded,excluded,No,1,18,18-25,family_remittance,no,no,1
Migori,Rural,21,Female,18-25,"""Some primary """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I have no idea/I dont know,811.2937622070312,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,21,18-25,farming,no,yes,1
Tana River,Rural,25,Female,18-25,"""None """,0,0,0,0,0,0,0,0,1,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Weak/poor,I have no idea/I dont know,397.36956787109375,,Yes,No,Excluded,excluded,No,1,25,18-25,family_remittance,no,no,0
Migori,Rural,18,Male,18-25,"""Some secondary""",0,0,0,0,0,0,0,0,0,0,1,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage,4459.5732421875,Secondary,Yes,No,Excluded,excluded,No,1,18,18-25,other_or_no_income_source,no,yes,2
Makueni,Rural,28,Female,26-35,Completed technical training after secondary school,0,0,0,1,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with ease,303.86627197265625,Tertiary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,28,26-30,self_employment,yes,yes,3
Kitui,Rural,32,Male,26-35,"""Some primary """,0,0,1,0,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Okay/Fair/Average,I have no idea/I dont know,2097.53076171875,Primary,Yes,No,Informal,informal only,No,0,32,31-35,casual_work,no,no,0
Migori,Rural,30,Male,26-35,"""University completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage,2378.462646484375,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,30,26-30,casual_work,yes,yes,3
Laikipia,Rural,19,Male,18-25,Some university,1,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,1661.0947265625,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,19,18-25,farming,yes,yes,3
Nyandarua,Rural,24,Female,18-25,"""Secondary completed """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage,739.7040405273438,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,24,18-25,farming,yes,yes,3
Kirinyaga,Rural,33,Male,26-35,"""Secondary completed """,1,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,1131.8624267578125,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,33,31-35,casual_work,yes,yes,3
Kirinyaga,Rural,31,Male,26-35,"""Secondary completed """,0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I can manage with difficulties,2021.6842041015625,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,31,31-35,regular_employment,no,yes,2
Tana River,Rural,24,Female,18-25,"""Some primary """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I can manage with difficulties,393.67657470703125,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,24,18-25,family_remittance,no,yes,2
Samburu,Rural,30,Female,26-35,"""None """,1,0,0,0,1,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,448.5492248535156,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,30,26-30,farming,no,yes,1
Kwale,Rural,26,Male,26-35,"""None """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I have no idea/I dont know,1008.2103881835938,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,26,26-30,farming,yes,yes,2
Kakamega,Rural,28,Female,26-35,"""Secondary completed """,1,0,1,0,0,0,0,0,1,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,1.0,Strong,I can manage,934.6690673828125,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,28,26-30,casual_work,yes,no,2
Kwale,Rural,32,Female,26-35,"""Secondary completed """,1,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I have no idea/I dont know,643.3115234375,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,32,31-35,self_employment,yes,yes,2
Tana River,Rural,33,Male,26-35,"""Secondary completed """,0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,1291.884033203125,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,33,31-35,self_employment,yes,yes,3
Homabay,Rural,27,Female,26-35,"""Some secondary""",0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,588.1589965820312,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,27,26-30,self_employment,no,yes,1
Garissa,Rural,23,Female,18-25,"""None """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,975.867431640625,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,23,18-25,family_remittance,no,yes,1
Wajir,Rural,27,Female,26-35,"""None """,1,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,1315.5255126953125,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,27,26-30,farming,no,yes,1
Wajir,Rural,24,Female,18-25,"""None """,0,0,0,0,0,0,0,0,0,1,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I have no idea/I dont know,2120.11865234375,,Yes,No,Informal,informal only,No,0,24,18-25,other_or_no_income_source,no,yes,1
Kisii,Rural,35,Male,26-35,"""Secondary completed """,1,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage,1621.1798095703125,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,35,31-35,self_employment,yes,yes,3
Kiambu,Rural,28,Female,26-35,"""Secondary completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I can manage with difficulties,977.4321899414062,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,28,26-30,casual_work,no,yes,2
Bungoma,Rural,30,Female,26-35,"""Some primary """,1,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,1991.2249755859375,Primary,No,No,Informal,informal only,No,0,30,26-30,farming,no,yes,1
Homabay,Rural,23,Female,18-25,"""Primary completed""",0,0,1,0,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Okay/Fair/Average,I can manage,1743.64208984375,Primary,Yes,No,Informal,informal only,No,0,23,18-25,casual_work,no,no,1
West Pokot,Rural,30,Male,26-35,"""Secondary completed """,1,0,1,0,0,0,1,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with ease,1124.566162109375,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,30,26-30,casual_work,yes,yes,3
Kericho,Rural,27,Female,26-35,"""Some secondary""",1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,1164.4627685546875,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,27,26-30,farming,no,yes,1
West Pokot,Rural,25,Female,18-25,"""None """,1,0,0,0,0,0,0,0,0,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,Weak/poor,I have no idea/I dont know,555.521728515625,,No,No,Informal,informal only,No,0,25,18-25,farming,no,no,0
Nyandarua,Rural,35,Female,26-35,"""Secondary completed """,1,0,0,1,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,805.8678588867188,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,35,31-35,self_employment,no,yes,1
Kericho,Rural,30,Female,26-35,"""Secondary completed """,0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,459.708251953125,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,30,26-30,regular_employment,yes,yes,3
